"ID","Site","SystemID","FID","System No","CSL ID","Finding ID","Finding Description","Priority ID","Priority","CAPA ID","CAPA Description","Modified","Created","Created By","Modified By"
"2277","KAN","KAN-LAS_030","KAN-LAS_030-S3-3-3","LAS_030","Neph-1","S3","Security features are not configured according to the relevant Security Policy (or equivalent document)","3","MODERATE","3","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2278","KAN","KAN-LAS_038","KAN-LAS_038-S3-3-2","LAS_038","Titrando-4","S3","Logoff 45 mins, 5 failed attempts, 8 char, 90 days","3","MODERATE","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2279","KAN","KAN-LAS_038","KAN-LAS_038-VD3-3-6","LAS_038","Titrando-4","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","3","MODERATE","6","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2280","KAN","KAN-LAS_039","KAN-LAS_039-S3-3-2","LAS_039","Titrando-5","S3","Logoff 45 mins, 5 failed attempts, 8 char, 90 days","3","MODERATE","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2281","KAN","KAN-LAS_039","KAN-LAS_039-VD3-3-7","LAS_039","Titrando-5","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","3","MODERATE","7","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2282","KAN","KAN-LAS_040","KAN-LAS_040-S3-3-2","LAS_040","Titrator-4","S3","Logoff 45 mins, 5 failed attempts, 8 char, 90 days","3","MODERATE","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2283","KAN","KAN-LAS_041","KAN-LAS_041-S3-3-3","LAS_041","Titrator-5","S3","Logoff 45 mins, 5 failed attempts, 8 char, 90 days","3","MODERATE","3","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2284","KAN","KAN-LAS_020","KAN-LAS_020-S3-3-3","LAS_020","GCMS-2","S3","Password policies cannot be visualized in the software. However, minimum password length was changed and software considers 4 characters.","3","MODERATE","3","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2285","KAN","KAN-LAS_002","KAN-LAS_002-T3-2-6","LAS_002","AA-6","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","2","SIGNIFICANT","6","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2286","KAN","KAN-LAS_003","KAN-LAS_003-T3-2-6","LAS_003","AA-7","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","2","SIGNIFICANT","6","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2287","KAN","KAN-LAS_010","KAN-LAS_010-T3-2-6","LAS_010","Biorad-2","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","2","SIGNIFICANT","6","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2288","KAN","KAN-LAS_011","KAN-LAS_011-T3-2-6","LAS_011","Biorad-3","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","2","SIGNIFICANT","6","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2289","KAN","KAN-LAS_012","KAN-LAS_012-T3-2-7","LAS_012","Biotek-2","T3","System audit trail is not performed.
Data review is performed but audit trail is not necessarily reviewed","2","SIGNIFICANT","7","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2290","KAN","KAN-LAS_013","KAN-LAS_013-T3-2-7","LAS_013","Biotek-3","T3","System audit trail is not performed.
Data review is performed but audit trail is not necessarily reviewed","2","SIGNIFICANT","7","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2291","KAN","KAN-LAS_014","KAN-LAS_014-T3-2-7","LAS_014","Biotek-4","T3","System audit trail is not performed.
Data review is performed but audit trail is not necessarily reviewed","2","SIGNIFICANT","7","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2292","KAN","KAN-LAS_015","KAN-LAS_015-T3-2-7","LAS_015","Biotek-5","T3","System audit trail is not performed.
Data review is performed but audit trail is not necessarily reviewed","2","SIGNIFICANT","7","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2293","KAN","KAN-LAS_016","KAN-LAS_016-T3-2-7","LAS_016","Biotek-6","T3","System audit trail is not performed.
Data review is performed but audit trail is not necessarily reviewed","2","SIGNIFICANT","7","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2294","KAN","KAN-LAS_091","KAN-LAS_091-T1-2-5","LAS_091","QC-01616","T1","No audit trail functionality is available","2","SIGNIFICANT","5","Implement automatic Audit Trail functionality within the SW or implement a paper based management in case of Audit Trail not fully compliant","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2295","KAN","KAN-LAS_018","KAN-LAS_018-T3-2-7","LAS_018","FTNIR-1","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","2","SIGNIFICANT","7","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2296","KAN","KAN-LAS_019","KAN-LAS_019-T3-2-7","LAS_019","GCMS-1","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","2","SIGNIFICANT","7","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2297","KAN","KAN-LAS_020","KAN-LAS_020-T3-2-7","LAS_020","GCMS-2","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","2","SIGNIFICANT","7","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2298","KAN","KAN-LAS_022","KAN-LAS_022-T3-2-6","LAS_022","Integrion","T3","Audit Trail Review process not in place","2","SIGNIFICANT","6","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2299","KAN","KAN-LAS_025","KAN-LAS_025-T3-2-3","LAS_025","Leco-3","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","2","SIGNIFICANT","3","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2300","KAN","KAN-LAS_026","KAN-LAS_026-T3-2-3","LAS_026","Leco-5","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","2","SIGNIFICANT","3","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2301","KAN","KAN-LAS_038","KAN-LAS_038-T3-2-4","LAS_038","Titrando-4","T3","No ATR In place","2","SIGNIFICANT","4","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2302","KAN","KAN-LAS_039","KAN-LAS_039-T3-2-5","LAS_039","Titrando-5","T3","No ATR In place","2","SIGNIFICANT","5","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2303","KAN","KAN-LAS_040","KAN-LAS_040-T3-2-6","LAS_040","Titrator-4","T3","No ATR In place","2","SIGNIFICANT","6","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2304","KAN","KAN-LAS_041","KAN-LAS_041-T3-2-6","LAS_041","Titrator-5","T3","No ATR In place","2","SIGNIFICANT","6","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2305","KAN","KAN-LAS_029","KAN-LAS_029-T3-2-6","LAS_029","Microsequencer","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","2","SIGNIFICANT","6","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2306","KAN","KAN-LAS_040","KAN-LAS_040-VD3-3-8","LAS_040","Titrator-4","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","3","MODERATE","8","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2307","KAN","KAN-LAS_041","KAN-LAS_041-VD3-3-8","LAS_041","Titrator-5","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","3","MODERATE","8","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2308","KAN","KAN-LAS_004","KAN-LAS_004-S4-3-2","LAS_004","Artel","S4","No Official User List is in place","3","MODERATE","2","Issue a User List that is coherent and aligned with the users configured in the system. Moreover verify that no generic or obsolete account is available","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2309","KAN","KAN-LAS_004","KAN-LAS_004-T1-3-3","LAS_004","Artel","T1","Audit Trail is not complete since the old/new value or reason for change or information for relevant operations are not included","3","MODERATE","3","Implement a paper based management in case of Audit Trail not fully compliant (i.e. old&new values or reason for change are not recorded)","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2310","KAN","KAN-LAS_004","KAN-LAS_004-T3-3-4","LAS_004","Artel","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","3","MODERATE","4","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2311","KAN","KAN-LAS_004","KAN-LAS_004-VD3-4-6","LAS_004","Artel","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","4","LOW","6","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2312","KAN","KAN-LAS_005","KAN-LAS_005-S3-4-2","LAS_005","BCS-1","S3","PW policies to be verified. Seems like no PW policy. Accepted 3 character password","4","LOW","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2313","KAN","KAN-LAS_005","KAN-LAS_005-S4-3-3","LAS_005","BCS-1","S4","No Official User List is in place","3","MODERATE","3","Issue a User List that is coherent and aligned with the users configured in the system. Moreover verify that no generic or obsolete account is available","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2314","KAN","KAN-LAS_005","KAN-LAS_005-T3-3-7","LAS_005","BCS-1","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","3","MODERATE","7","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2315","KAN","KAN-LAS_005","KAN-LAS_005-T4-3-8","LAS_005","BCS-1","T4","raw data is not stored. Archiving in place but in different format","3","MODERATE","8","Implement functionality to maintain original data or True copy for the required time","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2316","KAN","KAN-LAS_005","KAN-LAS_005-VD3-4-9","LAS_005","BCS-1","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","4","LOW","9","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2317","KAN","KAN-LAS_007","KAN-LAS_007-S3-4-2","LAS_007","BCS-3","S3","Default PW policies","4","LOW","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2318","KAN","KAN-LAS_007","KAN-LAS_007-S4-3-3","LAS_007","BCS-3","S4","No Official User List is in place","3","MODERATE","3","Issue a User List that is coherent and aligned with the users configured in the system. Moreover verify that no generic or obsolete account is available","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2319","KAN","KAN-LAS_007","KAN-LAS_007-T3-3-7","LAS_007","BCS-3","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","3","MODERATE","7","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2320","KAN","KAN-LAS_007","KAN-LAS_007-T4-3-8","LAS_007","BCS-3","T4","raw data is not stored. Archiving in place but in different format","3","MODERATE","8","Implement functionality to maintain original data or True copy for the required time","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2321","KAN","KAN-LAS_007","KAN-LAS_007-VD2-3-9","LAS_007","BCS-3","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","3","MODERATE","9","Issue the missing documentation or perform the missing tests","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2322","KAN","KAN-LAS_008","KAN-LAS_008-S3-4-2","LAS_008","BCS-4","S3","Default PW policies","4","LOW","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2323","KAN","KAN-LAS_008","KAN-LAS_008-S4-3-3","LAS_008","BCS-4","S4","No Official User List is in place","3","MODERATE","3","Issue a User List that is coherent and aligned with the users configured in the system. Moreover verify that no generic or obsolete account is available","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2324","KAN","KAN-LAS_008","KAN-LAS_008-T3-3-7","LAS_008","BCS-4","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","3","MODERATE","7","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2325","KAN","KAN-LAS_008","KAN-LAS_008-T4-3-8","LAS_008","BCS-4","T4","raw data is not stored. Archiving in place but in different format","3","MODERATE","8","Implement functionality to maintain original data or True copy for the required time","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2326","KAN","KAN-LAS_008","KAN-LAS_008-VD2-3-9","LAS_008","BCS-4","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","3","MODERATE","9","Issue the missing documentation or perform the missing tests","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2327","KAN","KAN-LAS_009","KAN-LAS_009-I1-2-4","LAS_009","BCS-5","I1","Manual backup every month","2","SIGNIFICANT","4"," Implement a process of automatic data backup following the relevant procedure and best practice","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2328","KAN","KAN-LAS_009","KAN-LAS_009-I2-2-5","LAS_009","BCS-5","I2","Data Protection: sql database is protected, other data is not protected. Interface with starlims for some data","2","SIGNIFICANT","5","Change permissions of users in order to prevent alteration/deletion of data","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2329","KAN","KAN-LAS_009","KAN-LAS_009-I3T1-2-6","LAS_009","BCS-5","I3T1","Audit Trail can be deleted and can be changed since its in notepad","2","SIGNIFICANT","6","Implement an automatic security policy for the Audit Trail, saving it in a secure location and in a format in order to prevent modification and/or deletion (e.g. pdf). Configure User Privileges in such that users may not have the possibility to delete data.","1/23/2024 5:20 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Karothia, Rajeev US/GLB EXT"
"2330","KAN","KAN-LAS_009","KAN-LAS_009-S1-2-1","LAS_009","BCS-5","S1","User Accounts: Generic accounts present in the system","2","SIGNIFICANT","1","Remove generic accounts and configure unique and individual accounts for each user","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2331","KAN","KAN-LAS_009","KAN-LAS_009-S3-4-2","LAS_009","BCS-5","S3","Default PW policies","4","LOW","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2332","KAN","KAN-LAS_009","KAN-LAS_009-S4-3-3","LAS_009","BCS-5","S4","No Official User List is in place","3","MODERATE","3","Issue a User List that is coherent and aligned with the users configured in the system. Moreover verify that no generic or obsolete account is available","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2333","KAN","KAN-LAS_009","KAN-LAS_009-T3-3-7","LAS_009","BCS-5","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","3","MODERATE","7","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2334","KAN","KAN-LAS_009","KAN-LAS_009-T4-3-8","LAS_009","BCS-5","T4","raw data is not stored. Archiving in place but in different format","3","MODERATE","8","Implement functionality to maintain original data or True copy for the required time","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2335","KAN","KAN-LAS_009","KAN-LAS_009-VD2-3-9","LAS_009","BCS-5","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","3","MODERATE","9","Issue the missing documentation or perform the missing tests","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2336","KAN","KAN-LAS_010","KAN-LAS_010-S3-3-3","LAS_010","Biorad-2","S3","Some user groups belong to CSLG1 domain groups. Hence, passwords policies are governed through domain password policy. However, TDS_Administrator group contains local administrator accounts. Passwords policies of local users are not meeting the minimum requirements","3","MODERATE","3","Configure secondary security features for local users according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2337","KAN","KAN-LAS_017","KAN-LAS_017-I1-3-5","LAS_017","FTIR-2","I1","Automatic/manual backup is in place using Nugensis software. However, automatic backup is not being performed for the last 4 months. Last backup was performed in December 2022.","3","MODERATE","5"," Implement a process of automatic data backup following the relevant procedure and best practice","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2338","KAN","KAN-LAS_017","KAN-LAS_017-S2-3-2","LAS_017","FTIR-2","S2","Multiple access levels (e.g. User Profile) can be configured but they are not used.
Currently only two user groups are configured, i.e., only Administrator and User","3","MODERATE","2","Configure at least 3 user groups with a proper segregation of duties","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2339","KAN","KAN-LAS_017","KAN-LAS_017-S3-4-3","LAS_017","FTIR-2","S3","Some user groups belong to CSLG1 domain groups. Hence, passwords policies are governed through domain password policy. However, administrator Ron Smotrilla has a local computer user account created which is part of Administrator group. Passwords policies of local users are not meeting the minimum requirements","4","LOW","3","Configure secondary security features for local users according to relevant SOP and good practices","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2340","KAN","KAN-LAS_017","KAN-LAS_017-S4-3-4","LAS_017","FTIR-2","S4","No Official User List is in place","3","MODERATE","4","Issue a User List that is coherent and aligned with the users configured in the system. Moreover verify that no generic or obsolete account is available","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2341","KAN","KAN-LAS_017","KAN-LAS_017-T1-3-9","LAS_017","FTIR-2","T1","Audit Trail is not complete since the old/new value or reason for change or information for relevant operations are not included","3","MODERATE","9","Implement a paper based management in case of Audit Trail not fully compliant (i.e. old&new values or reason for change are not recorded)","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2342","KAN","KAN-LAS_017","KAN-LAS_017-T3-3-10","LAS_017","FTIR-2","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","3","MODERATE","10","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2343","KAN","KAN-LAS_017","KAN-LAS_017-VD2-3-13","LAS_017","FTIR-2","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","3","MODERATE","13","Issue the missing documentation or perform the missing tests","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2344","KAN","KAN-LAS_023","KAN-LAS_023-S2-3-2","LAS_023","Isolator-1","S2","Level 2, Level 4 Level 6, Level 8 and Level 9 are available.
Level 6 is for supervisor who has access to change parameters. But Level 6 user also runs cycles sometimes.  
Johnathan who is a user has been given Supervisor access (Level 6).","3","MODERATE","2","Configure user privileges for the SW application among the different user levels according to best practice","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2345","KAN","KAN-LAS_023","KAN-LAS_023-S4-3-3","LAS_023","Isolator-1","S4","No Official User List is in place","3","MODERATE","3","Issue a User List that is coherent and aligned with the users configured in the system. Moreover verify that no generic or obsolete account is available","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2346","KAN","KAN-LAS_023","KAN-LAS_023-T1-3-4","LAS_023","Isolator-1","T1","Audit Trail is not complete since the old/new value or reason for change or information for relevant operations are not included","3","MODERATE","4","Implement a paper based management in case of Audit Trail not fully compliant (i.e. old&new values or reason for change are not recorded)","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2347","KAN","KAN-LAS_023","KAN-LAS_023-T3-3-5","LAS_023","Isolator-1","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","3","MODERATE","5","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2348","KAN","KAN-LAS_024","KAN-LAS_024-S2-3-2","LAS_024","Isolator-2","S2","Level 2, Level 4 Level 6, Level 8 and Level 9 are available.
Level 6 is for supervisor who has access to change parameters. But Level 6 user also runs cycles sometimes.  
Johnathan who is a user has been given Supervisor access (Level 6).","3","MODERATE","2","Configure user privileges for the SW application among the different user levels according to best practice","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2349","KAN","KAN-LAS_024","KAN-LAS_024-S4-3-3","LAS_024","Isolator-2","S4","No Official User List is in place","3","MODERATE","3","Issue a User List that is coherent and aligned with the users configured in the system. Moreover verify that no generic or obsolete account is available","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2350","KAN","KAN-LAS_024","KAN-LAS_024-T1-3-4","LAS_024","Isolator-2","T1","Audit Trail is not complete since the old/new value or reason for change or information for relevant operations are not included","3","MODERATE","4","Implement a paper based management in case of Audit Trail not fully compliant (i.e. old&new values or reason for change are not recorded)","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"2351","KAN","KAN-LAS_024","KAN-LAS_024-T3-3-5","LAS_024","Isolator-2","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","3","MODERATE","5","Implement an Audit Trail Review process","9/20/2023 11:07 AM","9/20/2023 11:07 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
