"ID","Site","SystemID","System No","CSL ID","Risk Level","Product","Plant","Business Unit","Control SW + Version","Controlled Equipment","Remediation Due Date","Modified","Created","Created By","Modified By"
"516","BRN","BRN-LAS_325","LAS_325","30503","MEDIUM",,"LAB2O154 - 003 - LS4PR8657","QC","Tiamo 2.5 (Windows 10)","Konduktometer Module 856",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"517","BRN","BRN-LAS_326","LAS_326","33271","MEDIUM",,"LAB2O154 - 003 - LS4PR8657","QC","Tiamo 2.5 (Windows 10)","Methrom Titrando 905",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"518","BRN","BRN-LAS_329","LAS_329","A133","NA",,"NA - 004 - NA","QC","Toxizität USP/ PhEur/MRBP","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"519","BRN","BRN-LAS_330","LAS_330","A159","NA",,"NA - 004 - NA","QC","Toxizität: MRBP Japan für SCIG Pro 20%","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"520","BRN","BRN-LAS_336","LAS_336","31639","LOW",,"GBZ2O360 - 012 - EUCHBRN4226W","QC","UV WinLab 5.2 ES (Windows XP)","UV/VIS Photometer Lambda 35",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"521","BRN","BRN-LAS_337","LAS_337","28847","LOW",,"GBZ2O360 - 012 - EUCHBRN3512W","QC","UV WinLab 5.2 ES (Windows XP)","UV/VIS Photometer Lambda 35",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"522","BRN","BRN-LAS_338","LAS_338","33346","LOW",,"LAB2O133 - 003 - EUCHBRN7711W","QC","UV WinLab 6.0.4 ES (Windows 7)","UV/VIS Photometer Lambda 35",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"523","BRN","BRN-LAS_339","LAS_339","20162373","NA",,"LABEG101 - 024 - LS4KS5451","QC","UV WinLab 7.1.0 ES (Windows 10)","UV/VIS Photometer Lambda 365",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"524","BRN","BRN-LAS_340","LAS_340","20162374","NA",,"LABEG101 - 024 - LS4KT8157","QC","UV WinLab 7.1.0 ES (Windows 10)","UV/VIS Photometer Lambda 365",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"525","BRN","BRN-LAS_341","LAS_341","A037","NA",,"NA - 006 - NA","QC-AT","Vorlage Linearität","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"526","BRN","BRN-LAS_342","LAS_342","20000008","MEDIUM",,"GBZ2O364 - 005 - EUCHBRN7371W","QC","WilOp 2.15 (Windows 7)","WILCOMAT Dichtheitsprüfgerät W07 MC/LFC/V Spez.",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"527","BRN","BRN-LAS_348","LAS_348","32841","HIGH",,"LAB2O112 - 001 - EUCHBRN6496W","QC","Zetasizer 7.11 (Windows 7)","Zetasizer Nano S, Malvern Instruments Ltd.",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"528","BRN","BRN-LAS_349","LAS_349","B034","NA",,"NA - 999 - NA","QC","ZOE Deploy, Packing, Striping","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"529","BRN","BRN-LAS_353","LAS_353","A181","NA",,"NA - 999 - NA","QC","Zora Printer","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"530","BRN","BRN-LAS_354","LAS_354","NA","MEDIUM",,"NA","LES","LabApp (LARA2)","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"531","BRN","BRN-LAS_355","LAS_355","NA","MEDIUM",,"NA","LES","LabApp (LARA3)","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"532","BRN","BRN-PCS_001","PCS_001","23172","HIGH",,"Fractionation","Fractionation","JAG MES","JAG MES/PCS Base Fractionation",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"533","BRN","BRN-PCS_004","PCS_004","27072","HIGH",,"M99","Bulk Production","JAG MES","JAG MES/PCS M99",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"534","BRN","BRN-PCS_005","PCS_005","28694","HIGH",,"CIP Preparation GBM","Bulk Production","JAG built MES Software","CIP Preparation GBM",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"535","BRN","BRN-PCS_006","PCS_006","29084","HIGH",,"IgLAB M1&2","Bulk Production","JAG MES","JAG MES/PCS IgLAB",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"536","BRN","BRN-PCS_007","PCS_007","26919","HIGH",,"Rhophylac","Bulk Production","JAG MES","JAG MES/PCS Rhophylac",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"537","BRN","BRN-PCS_009","PCS_009","24676","HIGH",,"Albumin","Bulk Production","JAG MES","JAG MES/PCS Albumin",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"538","BRN","BRN-PCS_010","PCS_010","28733","HIGH",,"Filling Line III","Filling and Visual Inspection","JAG MES","JAG MES/PCS FLIII",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"539","BRN","BRN-PCS_012","PCS_012","32270","HIGH",,"Sterile Filtration GBB1O","Filling and Visual Inspection","JAG MES","JAG MES/PCS Sterile Filtration GBB1O / FLII / FLV / Pasteurization",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"540","BRN","BRN-PCS_013","PCS_013","23696","HIGH",,"dP-/TOC Monitoring","M2U","Inhouse built SW","Differential Pressure / Roomtemperature and Humidity Monitoring System",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"541","BRN","BRN-PCS_014","PCS_014","23696","HIGH",,"dP-/TOC Monitoring","M2U","Inhouse built SW","TOC Monitoring System",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"542","BRN","BRN-PCS_015","PCS_015","32026","MEDIUM",,"Particle Monitoring","M2U","PartMonFil4/MET-WIN","Particle Monitoring System Filling Line 4",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"543","BRN","BRN-PCS_016","PCS_016","32027","MEDIUM",,"Particle Monitoring","M2U","PartMonFil2/MET-WIN","Particle Monitoring System Filling Line 2",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"544","BRN","BRN-PCS_017","PCS_017","32056","MEDIUM",,"Particle Monitoring","M2U","PartMonFil5/MET-WIN","Particle Monitoring System Filling 5",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"545","BRN","BRN-PCS_018","PCS_018","32487","MEDIUM",,"Particle Monitoring","M2U","PartMonFil3/MET-WIN","Particle Monitoring System Filling 3",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"546","BRN","BRN-PCS_019","PCS_019","23334","HIGH",,"Ethanol","M2U","JAG MES","PCS Ethanol Treatment System",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"547","BRN","BRN-PCS_024","PCS_024","20000148","HIGH",,"Calibration","M2U","Yokogawa Application Software","Yokogawa Application Software",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"548","BRN","BRN-PCS_025","PCS_025","20137029","HIGH",,"IgLAB M5&6","Bulk Production","JAG MES","JAG MES/PCS IgLAB M5&6",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"549","BRN","BRN-PCS_026","PCS_026","20167353","HIGH",,"Visual Control","Filling and Visual Inspection","JAG MES","JAG MES/PCS Automated Visual Inspection AVI",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"550","BRN","BRN-PCS_027","PCS_027","20155806","HIGH",,"Packaging","Packaging","Pas-X","MES Packaging Line VL08",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"551","BRN","BRN-PCS_029","PCS_029","20117366","MEDIUM",,"Media-/Environmental Monitoring","M2U","ELPRO SW","Differential Pressure / Roomtemperature and Humidity Monitoring System",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"552","BRN","BRN-PCS_032","PCS_032","28250","MEDIUM",,"Filling Line III","Filling and Visual Inspection","Schneider PL7 V4.5","Vial Washer Libra Hydra 1300",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"553","BRN","BRN-PCS_033","PCS_033","28249","MEDIUM",,"Filling Line III","Filling and Visual Inspection","Schneider PL7 V4.5","Depyrogenation Tunnel Blue Galaxy 1250",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"554","BRN","BRN-PCS_034","PCS_034","28252","MEDIUM",,"Filling Line III","Filling and Visual Inspection","Bosch software","Filling Machine MLF3060",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"555","BRN","BRN-PCS_035","PCS_035","33534","MEDIUM",,"Filling Line III","Filling and Visual Inspection","Bausch & Stroebel Software","Capping Maschine",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"556","BRN","BRN-PCS_036","PCS_036","28296","LOW",,"Filling Line III","Filling and Visual Inspection","Belimed Software","Belimed Small Parts Washer PH 820.2-2ST",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"557","BRN","BRN-PCS_037","PCS_037","28295","LOW",,"Filling Line III","Filling and Visual Inspection","Belimed Software","Belimed Autoclave PST 14-8-18 HS6",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"558","BRN","BRN-PCS_038","PCS_038","31458","MEDIUM",,"Filling Line V","Filling and Visual Inspection","Optima Software","Flaschenwaschmaschine Optima WM18-01",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"559","BRN","BRN-PCS_039","PCS_039","31459","MEDIUM",,"Filling Line V","Filling and Visual Inspection","Optima Software","Depyrogenisierungstunnel Optima SHT18 IR SKZ",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"560","BRN","BRN-PCS_040","PCS_040","31460","MEDIUM",,"Filling Line V","Filling and Visual Inspection","Optima Software","Füll- und Stopfenaufsetzmaschine Optima",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"561","BRN","BRN-PCS_041","PCS_041","31461","MEDIUM",,"Filling Line V","Filling and Visual Inspection","Bausch & Ströbel Software","Bördelmaschine RVB4080",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"562","BRN","BRN-PCS_042","PCS_042","31465","MEDIUM",,"Filling Line V","Filling and Visual Inspection","SC_T0023383V2","Waschmaschine Belimed PH820.2-2ST",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"563","BRN","BRN-PCS_043","PCS_043","31016","LOW",,"Filling Line V","Filling and Visual Inspection","Belimed GRS Version 7.1.2","Autoklav Belimed PST 14-8-18 HS2",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"564","BRN","BRN-PCS_044","PCS_044","31464","LOW",,"Filling Line V","Filling and Visual Inspection","Siemens Simatic 4.02","Handschuh Integritätstestgerät GTS6",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"565","BRN","BRN-PCS_045","PCS_045","23705","LOW",,"Filling Line II","Filling and Visual Inspection","IMA Software","Waschmaschine Hydra 1000-4 I",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"566","BRN","BRN-PCS_046","PCS_046","23706","LOW",,"Filling Line II","Filling and Visual Inspection","IMA Software","Sterilisiertunnel Red Galaxy 1250",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"567","BRN","BRN-PCS_047","PCS_047","26661","HIGH",,"Filling Line II","Filling and Visual Inspection","Bausch & Stroebel Software","Abfüllmaschine Bausch & Ströbel WDS 5080",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"568","BRN","BRN-PCS_048","PCS_048","34147","HIGH",,"Filling Line II","Filling and Visual Inspection","Bausch & Stroebel","Bördelmaschine KS1020",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"569","BRN","BRN-PCS_049","PCS_049","33947","MEDIUM",,"Filling Line II","Filling and Visual Inspection","Belimed Software","Waschmaschine Belimed PH820.2-2ST",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"570","BRN","BRN-PCS_050","PCS_050","33945","MEDIUM",,"Filling Line II","Filling and Visual Inspection","Belimed Software","Autoklav Belimed PST 14-8-12 HS2",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"571","BRN","BRN-PCS_051","PCS_051","33946","MEDIUM",,"Filling Line II","Filling and Visual Inspection","Belimed Software","Autoklav Belimed PST 14-8-12 HS2",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"572","BRN","BRN-PCS_056","PCS_056","20078273","LOW",,"Sterile Filtration GBB1O","Fractionation","Müller Software","Müller Waschmaschine",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"573","BRN","BRN-PCS_057","PCS_057","31466","LOW",,"Albumin","Bulk Production","HAMO Software","HAMO Waschmaschine",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"574","BRN","BRN-PCS_058","PCS_058","31467","LOW",,"IgLAB M1&2","Bulk Production","HAMO Software","HAMO Waschmaschine",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"575","BRN","BRN-PCS_059","PCS_059","20112972","HIGH",,"CIP Station GBB","Filling and Visual Inspection","JAG MES / PCS","CIP Station GBB - Cleaning of mob. Bulk vessels",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"576","BRN","BRN-PCS_060","PCS_060","23172","HIGH",,"CIP Preparation PRO","Fractionation","JAG PCS","CIP Preparation PRO",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"577","BRN","BRN-PCS_064","PCS_064","33371","LOW","N/A","Filling Line III","Filling and Visual Inspection","Firmware","Palltronic Flowstar IV","2/28/2025","6/13/2024 8:42 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Woolley, Jason US/KOP"
"578","BRN","BRN-PCS_068","PCS_068","33780","LOW",,"Fractionation","Fractionation","Siemens Software","Plattenfroster",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"579","BRN","BRN-PCS_069","PCS_069","32287","LOW",,"Fractionation","Fractionation","Siemens Software","Plattenfroster",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"580","BRN","BRN-PCS_083","PCS_083","31340","LOW","N/A","CIP 5","Fractionation","Firmware","Palltronic Flowstar IV","2/28/2025","6/13/2024 8:43 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Woolley, Jason US/KOP"
"581","KAN","KAN-LAS_010","LAS_010","Biorad-2","HIGH","N/A","NA","Quality Control","Image Lab v5.2.1 Rev 11","Densitometer (Asset No. QC-01229)","3/5/2024","4/23/2024 12:01 PM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Woolley, Jason US/KOP"
"582","KAN","KAN-LAS_012","LAS_012","Biotek-2","HIGH",,"NA","Quality Control","Endoscan V v6.0.2","Plate reader (Asset No. QC-01495)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"583","KAN","KAN-LAS_011","LAS_011","Biorad-3","HIGH",,"NA","Quality Control","Image Lab v5.2.1 Rev 11","Densitometer (Asset No. QC-01483)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"584","KAN","KAN-LAS_022","LAS_022","Integrion","HIGH",,"NA","Quality Control","Chromeleon (local) v7.2.9","Integrion QC-01468",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"585","KAN","KAN-LAS_025","LAS_025","Leco-3","HIGH","NA","NA","Quality Control","Trumac v1.5","Trumac Nitrogen analyzer QCC- 00309","12/31/2024","9/30/2024 6:20 PM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Sharma, Yash US/KAN EXT"
"586","KAN","KAN-LAS_026","LAS_026","Leco-5","HIGH",,"NA","Quality Control","Trumac v1.5","Trumac Nitrogen analyzer QC-01207",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"587","KAN","KAN-LAS_018","LAS_018","FTNIR-1","HIGH",,"NA","Quality Control","Opus v7.5.18","NIR Instrument (Asset No. QC-01253)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"588","KAN","KAN-LAS_019","LAS_019","GCMS-1","HIGH",,"NA","Quality Control","Chromate v4.72.0.0","Mass spectrophotometer (Asset No. QC-01213)
Gas chromatograph (Asset No. QC-01214)
Autosampler (Asset No. QC-01215)
Vacuum Pump (Asset No. QC-01216)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"589","KAN","KAN-LAS_023","LAS_023","Isolator-1","MEDIUM",,"NA","Quality Control","IGEL VNC Viewer v6.10.120","Isolator  (Asset No. 10065222)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"590","KAN","KAN-LAS_024","LAS_024","Isolator-2","MEDIUM",,"NA","Quality Control","IGEL VNC Viewer v6.10.120","Isolator  (Asset No. 10065222)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"591","KAN","KAN-LAS_013","LAS_013","Biotek-3","HIGH",,"NA","Quality Control","Endoscan V v6.0.2","Plate reader (Asset No. QCB-00695)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"592","KAN","KAN-LAS_014","LAS_014","Biotek-4","HIGH",,"NA","Quality Control","Endoscan V v6.0.2","Plate reader (Asset No. QC-01301)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"593","KAN","KAN-LAS_015","LAS_015","Biotek-5","HIGH",,"NA","Quality Control","Endoscan V v6.0.2","Plate reader (Asset No. QC-01302)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"594","KAN","KAN-LAS_016","LAS_016","Biotek-6","HIGH",,"NA","Quality Control","Endoscan V v6.0.2","Plate reader (Asset No. QC-01625)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"595","KAN","KAN-LAS_029","LAS_029","Microsequencer","MEDIUM","NA","NA","Quality Control","Microseq ID Software/3500xL v3.1.3/1.3","Microbial identification system QC-01561","8/31/2025","11/7/2024 3:02 PM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Sharma, Yash US/KAN EXT"
"596","KAN","KAN-LAS_021","LAS_021","HPLC/GC's - ALL","HIGH",,"NA","Quality Control","Chromeleon (server) v7.2.1","HPLCs / GCs (Multiple) HPLC-8 QC-01157
HPLC-7 QC-01151
HPLC-2 QC-01035
HPLC-3 QC-01134
HPLC-5 QC-01141
HPLC-6 QC-01146
HPLC-1 QC-01024
GC-3 QCC-00342
GC-4 QC-01030
GC-5 QC-01062
GC-6 QC- 01164
GC-7 QC-01166",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"597","KAN","KAN-LAS_002","LAS_002","AA-6","HIGH",,"NA","Quality Control","Syngistix v3.0.1.1509 ES","Graphite Furnace Atomic Absorption QC-01371",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"598","KAN","KAN-LAS_003","LAS_003","AA-7","HIGH",,"NA","Quality Control","Syngistix v4.0.0.1904 ES","Graphite Furnace Atomic Absorption Asset No. QC-01553",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"599","KAN","KAN-LAS_020","LAS_020","GCMS-2","HIGH",,"NA","Quality Control","Chromate v4.72.0.0","Mass spectrophotometer (Asset No. QC-01407)
Gas chromatograph (Asset No. QC-01408)
Autosampler (Asset No. QC-01409)
Vacuum Pump (Asset No. QC-01410)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"600","KAN","KAN-LAS_038","LAS_038","Titrando-4","HIGH",,"NA","Quality Control","Tiamo v2.3 (98)","ISE Titrator QCC-00222",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"601","KAN","KAN-LAS_041","LAS_041","Titrator-5","HIGH",,"NA","Quality Control","Tiamo v2.5 (116)","Titrator QC-01335",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"602","KAN","KAN-LAS_004","LAS_004","Artel","MEDIUM",,"NA","Quality Control","Artel PCS v1.4.2","PCS-500 (Asset No. QC-01648)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"603","KAN","KAN-LAS_045","LAS_045","Versamax-2","MEDIUM",,"NA","Quality Control","Softmax Pro v5.4.2.005","Plate reader QCB-00792",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"604","KAN","KAN-LAS_047","LAS_047","Versamax-4","MEDIUM",,"NA","Quality Control","Softmax Pro v5.4.2.005","Plate reader QC-01162",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"605","KAN","KAN-LAS_048","LAS_048","Versamax-5","MEDIUM",,"NA","Quality Control","Softmax Pro v5.4.2.005","Plate reader QC-01249",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"606","KAN","KAN-LAS_049","LAS_049","Versamax-6","MEDIUM",,"NA","Quality Control","Softmax Pro v5.4.2.005","Plate reader QC-01523",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"607","KAN","KAN-PCS_022","PCS_022","N/A","HIGH",,"NA","Fill Finish","WinCC SCADA","Bldg. 22 SCADA - Washer, Tunnel and Filler",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"608","KAN","KAN-PCS_024","PCS_024","300-HMI-BS22102S","HIGH",,"NA","Fill Finish","Win CC / Windows 10","Bldg. 22 Vial Washer HMI,",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"609","KAN","KAN-PCS_027","PCS_027","300-HMI-BS22102S","HIGH",,"NA","Fill Finish","WinCC / Windows Server 2012 v7.4","Bldg. 22 Vial Filler HMI",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"610","KAN","KAN-PCS_029","PCS_029","300-HMI-BS22102S","HIGH",,"NA","Fill Finish","WinCC / Windows 10","Bldg. 22 Depyrogenation Tunnel HMI",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
